,borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,price_per_sqft,latitude,longitude
63378,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11344,38.0,A5,132-35 81ST STREET,,11417.0,1.0,0.0,1.0,2522.0,1280.0,1940.0,1,A5,605000.0,9/25/19,472.65625,,
63379,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11345,6.0,A5,132-01 82ND STREET,,11417.0,1.0,0.0,1.0,1900.0,1378.0,1954.0,1,A5,615000.0,8/19/19,446.29898403483315,,
63380,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11345,12.0,A5,132-10 83RD STREET,,11417.0,1.0,0.0,1.0,2000.0,1216.0,1935.0,1,A5,641000.0,1/17/19,527.1381578947369,,
63381,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11345,19.0,A5,132-24 83RD ST,,11417.0,1.0,0.0,1.0,2000.0,1216.0,1935.0,1,A5,623500.0,4/4/19,512.7467105263158,,
63382,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11345,20.0,A5,132-26 83RD STREET,,11417.0,1.0,0.0,1.0,2000.0,1216.0,1935.0,1,A5,570000.0,4/17/19,468.75,,
63383,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11345,23.0,A5,132-32 83RD STREET,,11417.0,1.0,0.0,1.0,2000.0,1216.0,1935.0,1,A5,635000.0,10/10/19,522.203947368421,,
63384,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11345,36.0,A5,82-03 133 AVENUE,,11417.0,1.0,0.0,1.0,2000.0,1216.0,1935.0,1,A5,647500.0,8/15/19,532.483552631579,,
63385,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11346,35.0,A5,83-01 133RD AVENUE,,11417.0,1.0,0.0,1.0,2000.0,1216.0,1940.0,1,A5,580000.0,7/15/19,476.9736842105263,,
63386,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11346,38.0,A5,132-35 83RD STREET,,11417.0,1.0,0.0,1.0,2000.0,1216.0,1940.0,1,A5,525000.0,2/19/19,431.7434210526316,,
63387,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11346,43.0,A5,132-25 83RD STREET,,11417.0,1.0,0.0,1.0,2000.0,1216.0,1940.0,1,A5,0.0,9/20/19,0.0,,
63388,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11347,46.0,A5,132-31 84TH STREET,,11417.0,1.0,0.0,1.0,2100.0,1216.0,1940.0,1,A5,150000.0,8/14/19,123.35526315789473,,
63389,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11348,12.0,A1,132-12 86TH STREET,,11417.0,1.0,0.0,1.0,2000.0,812.0,1920.0,1,A1,0.0,5/29/19,0.0,,
63390,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11348,13.0,A1,132-14 86TH STREET,,11417.0,1.0,0.0,1.0,2000.0,812.0,1920.0,1,A1,499500.0,10/28/19,615.1477832512315,,
63391,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11350,47.0,A5,132-21 87TH STREET,,11417.0,1.0,0.0,1.0,2000.0,1600.0,1935.0,1,A5,610000.0,8/21/19,381.25,,
63392,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11351,6.0,A1,88-12 SUTTER AVENUE,,11417.0,1.0,0.0,1.0,2039.0,1372.0,1930.0,1,A1,0.0,8/31/19,0.0,,
63393,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11351,49.0,A1,132-13 88TH STREET,,11417.0,1.0,0.0,1.0,1917.0,1315.0,1930.0,1,A1,0.0,1/2/19,0.0,,
63394,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11352,128.0,A1,90-14 SILVER ROAD,,11417.0,1.0,0.0,1.0,2250.0,1376.0,1930.0,1,A1,480000.0,10/25/19,348.8372093023256,,
63395,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11352,168.0,A2,89-23 GOLD ROAD,,11417.0,1.0,0.0,1.0,4000.0,1296.0,1930.0,1,A2,0.0,5/21/19,0.0,,
63396,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11353,15.0,A1,90-21 SILVER ROAD,,11417.0,1.0,0.0,1.0,1780.0,1036.0,1920.0,1,A1,510000.0,7/22/19,492.27799227799227,,
63397,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11353,84.0,A1,9047 SILVER ROAD,,11417.0,1.0,0.0,1.0,1953.0,1120.0,1920.0,1,A1,627000.0,6/6/19,559.8214285714286,,
63398,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11353,93.0,A2,132-15 RICO PLACE,,11417.0,1.0,0.0,1.0,4000.0,1235.0,1955.0,1,A2,680000.0,10/21/19,550.6072874493927,,
63399,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11354,39.0,A1,9141 CHICOT ROAD,,11417.0,1.0,0.0,1.0,2500.0,1216.0,1920.0,1,A1,571200.0,4/18/19,469.73684210526324,,
63400,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11354,41.0,A1,91-37 CHICOT ROAD,,11417.0,1.0,0.0,1.0,3167.0,1216.0,1920.0,1,A1,530000.0,2/1/19,435.85526315789474,,
63401,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11355,3.0,A2,75-06 BLAKE AVENUE,,11414.0,1.0,0.0,1.0,3000.0,1720.0,1945.0,1,A2,0.0,2/15/19,0.0,,
63402,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11356,21.0,A2,133-30 77 STREET,,11414.0,1.0,0.0,1.0,4037.0,436.0,1910.0,1,A2,380000.0,2/1/19,871.5596330275231,,
63403,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11363,9.0,A5,83-18 133RD AVENUE,,11417.0,1.0,0.0,1.0,2000.0,1216.0,1935.0,1,A5,470000.0,4/18/19,386.51315789473676,,
63404,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11363,41.0,A5,133-29 83RD STREET,,11417.0,1.0,0.0,1.0,2000.0,1280.0,1935.0,1,A5,570000.0,6/26/19,445.3125,,
63405,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11364,21.0,A5,133-32 85TH STREET,,11417.0,1.0,0.0,1.0,2000.0,1216.0,1940.0,1,A5,450000.0,3/25/19,370.06578947368416,,
63406,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11364,37.0,A5,133-33 84TH STREET,,11417.0,1.0,0.0,1.0,2000.0,1216.0,1940.0,1,A5,607500.0,8/28/19,499.5888157894737,,
63407,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11364,47.0,A5,133-13 84TH STREET,,11417.0,1.0,0.0,1.0,2000.0,1216.0,1940.0,1,A5,0.0,11/25/19,0.0,,
63408,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11365,10.0,A5,133-12 86TH STREET,,11417.0,1.0,0.0,1.0,2142.0,861.0,1935.0,1,A5,520000.0,7/29/19,603.9488966318235,,
63409,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11365,13.0,A5,133-18 86TH STREET,,11417.0,1.0,0.0,1.0,2142.0,861.0,1935.0,1,A5,528000.0,4/2/19,613.2404181184669,,
63410,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11365,23.0,A5,133-42 86TH STREET,,11417.0,1.0,0.0,1.0,2142.0,861.0,1935.0,1,A5,0.0,10/2/19,0.0,,
63411,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11369,22.0,A2,89-30 DESARC ROAD,,11417.0,1.0,0.0,1.0,2000.0,920.0,1920.0,1,A2,418000.0,3/28/19,454.3478260869565,,
63412,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11369,29.0,A1,89-44 DESARC ROAD,,11417.0,1.0,0.0,1.0,960.0,1200.0,1940.0,1,A1,495000.0,11/7/19,412.5,,
63413,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11370,28.0,A2,89-31 DESARC ROAD,,11417.0,1.0,0.0,1.0,2300.0,800.0,1925.0,1,A2,360000.0,9/23/19,450.0,,
63414,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11373,29.0,A1,91-46 GOLD ROAD,,11417.0,1.0,0.0,1.0,1500.0,1024.0,1930.0,1,A1,485000.0,10/18/19,473.6328125,,
63415,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11374,166.0,A1,9153 GOLD ROAD,,11417.0,1.0,0.0,1.0,2567.0,1184.0,1930.0,1,A1,585000.0,7/26/19,494.0878378378378,,
63416,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11374,179.0,A1,91-21 GOLD ROAD,,11417.0,1.0,0.0,1.0,2567.0,1184.0,1930.0,1,A1,625000.0,9/12/19,527.8716216216217,,
63417,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11400,31.0,A1,8823 ALBERT ROAD,,11417.0,1.0,0.0,1.0,3000.0,1120.0,1935.0,1,A1,385000.0,3/8/19,343.75,,
63418,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11405,9.0,A2,137-03 WHITELAW STREET,,11417.0,1.0,0.0,1.0,4000.0,1170.0,1960.0,1,A2,674000.0,6/3/19,576.0683760683762,,
63419,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11406,19.0,A5,90-44 PITKIN AVENUE,,11417.0,1.0,0.0,1.0,1942.0,1388.0,1945.0,1,A5,0.0,2/28/19,0.0,,
63420,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11476,22.0,A1,109-31 109TH STREET,,11420.0,1.0,0.0,1.0,2585.0,1328.0,1925.0,1,A1,175000.0,11/15/19,131.77710843373495,,
63421,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11479,24.0,A1,103-06 PLATTWOOD AVENUE,,11417.0,1.0,0.0,1.0,1947.0,1120.0,1925.0,1,A1,415000.0,5/10/19,370.53571428571433,,
63422,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11479,26.0,A1,103-10 PLATTWOOD AVENUE,,11417.0,1.0,0.0,1.0,1940.0,1120.0,1925.0,1,A1,505000.0,9/5/19,450.8928571428572,,
63423,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11479,29.0,A1,103-16 PLATTWOOD AVENUE,,11417.0,1.0,0.0,1.0,2220.0,1648.0,1925.0,1,A1,543251.0,12/18/19,329.6425970873786,,
63424,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11479,31.0,A1,103-22 PLATTWOOD AVENUE,,11417.0,1.0,0.0,1.0,2304.0,1360.0,1925.0,1,A1,465000.0,3/12/19,341.9117647058824,,
63425,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11479,34.0,A1,103-28 PLATTWOOD,,11417.0,1.0,0.0,1.0,2280.0,1280.0,1925.0,1,A1,0.0,6/20/19,0.0,,
63426,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11480,79.0,A1,104-19 ROSITA ROAD,,11417.0,1.0,0.0,1.0,1557.0,1200.0,1925.0,1,A1,460000.0,5/21/19,383.33333333333326,,
63427,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11482,52.0,A1,107-18 MURIEL CT,,11417.0,1.0,0.0,1.0,2000.0,1178.0,1925.0,1,A1,606000.0,11/7/19,514.4312393887947,,
63428,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11487,48.0,A5,94-19 PLATTWOOD AVENUE,,11417.0,1.0,0.0,1.0,2542.0,1894.0,1925.0,1,A5,400000.0,3/8/19,211.1932418162619,,
63429,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11488,54.0,A1,94-21 133RD AVENUE,,11417.0,1.0,0.0,1.0,2529.0,1136.0,1925.0,1,A1,620000.0,11/4/19,545.7746478873238,,
63430,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11491,9.0,A1,94-16 133RD AVENUE,,11417.0,1.0,0.0,1.0,2000.0,1376.0,1925.0,1,A1,124000.0,7/16/19,90.11627906976744,,
63431,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11491,34.0,A1,13310 96TH STREET,,11417.0,1.0,0.0,1.0,2600.0,1264.0,1925.0,1,A1,635000.0,7/15/19,502.373417721519,,
63432,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11493,49.0,A1,134-16 94TH PLACE,,11417.0,1.0,0.0,1.0,2500.0,1582.0,1925.0,1,A1,725000.0,10/25/19,458.28065739570167,,
63433,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11493,67.0,A1,94-19 LINDEN BOULEVARD,,11417.0,1.0,0.0,1.0,2000.0,1168.0,1925.0,1,A1,420000.0,5/14/19,359.58904109589037,,
63434,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11499,105.0,A1,97-10 134 AVENUE,,11417.0,1.0,0.0,1.0,2800.0,1176.0,1930.0,1,A1,0.0,4/24/19,0.0,,
63435,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11500,115.0,A1,97-30 134TH ROAD,,11417.0,1.0,0.0,1.0,3080.0,1531.0,1925.0,1,A1,650000.0,8/1/19,424.5591116917048,,
63436,4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11501,23.0,A5,133-16 PECONIC STREET,,11417.0,1.0,0.0,1.0,3300.0,1360.0,1950.0,1,A5,560000.0,12/5/19,411.7647058823529,,
